,Make,Model,Vehicle Class,Engine Size(L),Cylinders,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Makecodif,Modelcodif,Vehicle Classcodif
4076,MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.0,6,12.4,9.3,11.0,28,734,8
4077,MERCEDES-BENZ,E 400 CABRIOLET,SUBCOMPACT,3.0,6,11.5,8.1,10.0,28,735,10
4078,MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.0,6,11.8,8.4,10.2,28,736,10
4079,MERCEDES-BENZ,E 550 CABRIOLET,SUBCOMPACT,4.7,8,13.7,9.2,11.7,28,743,10
4080,MERCEDES-BENZ,E 550 COUPE,SUBCOMPACT,4.7,8,13.4,8.9,11.4,28,744,10
4081,MERCEDES-BENZ,G 550,SUV - STANDARD,4.0,8,19.0,16.6,17.9,28,940,12
4082,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,10.3,7.6,9.1,28,963,11
4083,MERCEDES-BENZ,GLA 250 4MATIC,SUV - SMALL,2.0,4,13.6,10.0,12.0,28,963,11
4084,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,11.1,8.5,10.0,28,965,11
4085,MERCEDES-BENZ,GLE 400 4MATIC,SUV - STANDARD,3.0,6,13.1,10.1,11.7,28,970,12
4086,MERCEDES-BENZ,GLE 550 4MATIC,SUV - STANDARD,4.7,8,15.3,11.3,13.5,28,972,12
4087,MERCEDES-BENZ,GLS 450 4MATIC,SUV - STANDARD,3.0,6,14.4,11.4,13.0,28,975,12
4088,MERCEDES-BENZ,GLS 550 4MATIC,SUV - STANDARD,4.7,8,16.7,12.9,15.0,28,976,12
4089,MERCEDES-BENZ,MAYBACH S 600,FULL-SIZE,6.0,12,18.2,11.0,15.0,28,1219,1
4090,MERCEDES-BENZ,METRIS CARGO,SPECIAL PURPOSE VEHICLE,2.0,4,11.1,9.1,10.2,28,1239,7
4091,MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4,11.5,9.3,10.5,28,1240,7
4092,MERCEDES-BENZ,S 400 4MATIC SWB,MID-SIZE,3.0,6,12.6,8.6,10.8,28,1562,2
4093,MERCEDES-BENZ,S 550 4MATIC SWB,MID-SIZE,4.7,8,14.3,9.2,12.0,28,1567,2
4094,MERCEDES-BENZ,S 550 4MATIC LWB,FULL-SIZE,4.7,8,14.3,9.2,12.0,28,1566,1
4095,MERCEDES-BENZ,S 550 4MATIC CABRIOLET,COMPACT,4.7,8,13.9,9.3,11.8,28,1564,0
4096,MERCEDES-BENZ,S 550 4MATIC COUPE,COMPACT,4.7,8,14.1,9.3,11.9,28,1565,0
4097,MERCEDES-BENZ,S 600,FULL-SIZE,6.0,12,17.5,10.8,14.5,28,1573,1
4098,MERCEDES-BENZ,SL 450,TWO-SEATER,3.0,6,11.5,8.4,10.1,28,1657,13
4099,MERCEDES-BENZ,SL 550,TWO-SEATER,4.7,8,13.6,9.5,11.7,28,1658,13
4100,MERCEDES-BENZ,SLC 300,TWO-SEATER,2.0,4,9.5,7.2,8.5,28,1661,13
4101,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,8.8,6.8,7.9,29,531,10
4102,MINI,COOPER 3 DOOR,SUBCOMPACT,1.5,3,8.5,6.2,7.5,29,531,10
4103,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,8.8,6.8,7.9,29,532,10
4104,MINI,COOPER 5 DOOR,SUBCOMPACT,1.5,3,8.5,6.3,7.5,29,532,10
4105,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,9.5,7.2,8.4,29,533,2
4106,MINI,COOPER CLUBMAN,MID-SIZE,1.5,3,9.6,7.0,8.4,29,533,2
4107,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,10.2,7.8,9.1,29,534,2
4108,MINI,COOPER CLUBMAN ALL4,MID-SIZE,1.5,3,10.6,7.4,9.1,29,534,2
4109,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,8.8,6.8,7.9,29,535,3
4110,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,8.5,6.3,7.5,29,535,3
4111,MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,9.5,7.2,8.4,29,536,2
4112,MINI,COOPER COUNTRYMAN,MID-SIZE,1.5,3,9.6,7.0,8.4,29,536,2
4113,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,10.3,7.9,9.2,29,537,2
4114,MINI,COOPER COUNTRYMAN ALL4,MID-SIZE,1.5,3,10.6,7.4,9.1,29,537,2
4115,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,9.3,7.2,8.3,29,541,10
4116,MINI,COOPER S 3 DOOR,SUBCOMPACT,2.0,4,10.2,7.3,8.9,29,541,10
4117,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,9.3,7.2,8.3,29,542,10
4118,MINI,COOPER S 5 DOOR,SUBCOMPACT,2.0,4,10.2,7.3,8.9,29,542,10
4119,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,10.0,7.2,8.7,29,543,2
4120,MINI,COOPER S CLUBMAN,MID-SIZE,2.0,4,10.8,7.7,9.4,29,543,2
4121,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,10.2,7.4,9.0,29,544,2
4122,MINI,COOPER S CLUBMAN ALL4,MID-SIZE,2.0,4,11.4,7.8,9.7,29,544,2
4123,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,9.4,7.2,8.4,29,545,3
4124,MINI,COOPER S CONVERTIBLE,MINICOMPACT,2.0,4,10.2,7.3,8.9,29,545,3
4125,MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,10.5,7.4,9.1,29,546,2
4126,MINI,COOPER S COUNTRYMAN  ALL4,MID-SIZE,2.0,4,11.3,7.7,9.7,29,546,2
4127,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,9.3,7.2,8.3,29,1092,10
4128,MINI,JOHN COOPER WORKS 3 DOOR,SUBCOMPACT,2.0,4,10.2,7.3,8.9,29,1092,10
4129,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,10.2,7.4,9.0,29,1094,2
4130,MINI,JOHN COOPER WORKS CLUBMAN ALL4,MID-SIZE,2.0,4,11.4,7.8,9.7,29,1094,2
4131,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,9.4,7.2,8.4,29,1095,3
4132,MINI,JOHN COOPER WORKS CONVERTIBLE,MINICOMPACT,2.0,4,10.8,7.7,9.4,29,1095,3
4133,MITSUBISHI,LANCER,COMPACT,2.0,4,8.7,6.9,7.9,30,1128,0
4134,MITSUBISHI,LANCER,COMPACT,2.0,4,9.7,7.1,8.5,30,1128,0
4135,MITSUBISHI,LANCER,COMPACT,2.4,4,9.9,7.7,8.9,30,1128,0
4136,MITSUBISHI,LANCER,COMPACT,2.4,4,10.5,7.8,9.3,30,1128,0
4137,MITSUBISHI,LANCER 4WD,COMPACT,2.4,4,10.2,7.9,9.2,30,1129,0
4138,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,9.3,7.2,8.4,30,1133,9
4139,MITSUBISHI,LANCER SPORTBACK,STATION WAGON - SMALL,2.0,4,9.9,7.3,8.7,30,1133,9
4140,MITSUBISHI,MIRAGE,COMPACT,1.2,3,6.4,5.5,6.0,30,1242,0
4141,MITSUBISHI,MIRAGE,COMPACT,1.2,3,7.1,5.8,6.5,30,1242,0
4142,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,6.9,5.7,6.4,30,1243,0
4143,MITSUBISHI,MIRAGE G4,COMPACT,1.2,3,7.2,5.9,6.6,30,1243,0
4144,MITSUBISHI,OUTLANDER,SUV - SMALL,2.4,4,9.2,7.5,8.4,30,1333,11
4145,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,2.4,4,9.8,8.1,9.0,30,1334,11
4146,MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6,11.9,8.5,10.4,30,1334,11
4147,MITSUBISHI,RVR,SUV - SMALL,2.0,4,9.7,7.8,8.8,30,1524,11
4148,MITSUBISHI,RVR,SUV - SMALL,2.0,4,10.3,8.2,9.3,30,1524,11
4149,MITSUBISHI,RVR 4WD,SUV - SMALL,2.0,4,10.1,8.2,9.2,30,1525,11
4150,NISSAN,370Z,TWO-SEATER,3.7,6,12.6,9.3,11.1,31,82,13
4151,NISSAN,370Z,TWO-SEATER,3.7,6,13.3,9.3,11.5,31,82,13
4152,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,13.0,9.7,11.5,31,84,13
4153,NISSAN,370Z ROADSTER,TWO-SEATER,3.7,6,13.6,9.7,11.8,31,84,13
4154,NISSAN,ALTIMA,MID-SIZE,2.5,4,8.8,6.0,7.5,31,277,2
4155,NISSAN,ALTIMA,MID-SIZE,3.5,6,10.6,7.3,9.1,31,277,2
4156,NISSAN,ALTIMA SR,MID-SIZE,2.5,4,8.8,6.5,7.8,31,279,2
4157,NISSAN,ARMADA 4WD,SUV - STANDARD,5.6,8,17.5,12.9,15.4,31,357,12
4158,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,13.5,10.5,12.2,31,920,5
4159,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,12.2,10.4,11.4,31,920,5
4160,NISSAN,FRONTIER,PICKUP TRUCK - SMALL,4.0,6,14.8,10.6,12.9,31,920,5
4161,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,15.8,11.5,13.8,31,921,5
4162,NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,15.1,11.5,13.5,31,921,5
4163,NISSAN,GT-R,SUBCOMPACT,3.8,6,14.5,10.7,12.8,31,1008,10
4164,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,8.5,7.5,8.0,31,1103,9
4165,NISSAN,JUKE,STATION WAGON - SMALL,1.6,4,8.6,7.2,8.0,31,1103,9
4166,NISSAN,JUKE AWD,STATION WAGON - SMALL,1.6,4,9.0,7.8,8.4,31,1104,9
4167,NISSAN,JUKE NISMO RS,STATION WAGON - SMALL,1.6,4,9.0,7.6,8.4,31,1105,9
4168,NISSAN,JUKE NISMO RS AWD,STATION WAGON - SMALL,1.6,4,9.5,8.3,8.9,31,1106,9
4169,NISSAN,MAXIMA,MID-SIZE,3.5,6,11.1,7.8,9.6,31,1218,2
4170,NISSAN,MICRA,COMPACT,1.6,4,8.9,6.8,7.9,31,1241,0
4171,NISSAN,MICRA,COMPACT,1.6,4,8.7,6.8,7.9,31,1241,0
4172,NISSAN,MURANO,STATION WAGON - MID-SIZE,3.5,6,11.0,8.3,9.8,31,1263,8
4173,NISSAN,MURANO AWD,STATION WAGON - MID-SIZE,3.5,6,11.2,8.4,9.9,31,1264,8
4174,NISSAN,NV200 CARGO VAN,SPECIAL PURPOSE VEHICLE,2.0,4,9.8,9.0,9.4,31,1311,7
4175,NISSAN,PATHFINDER,SUV - SMALL,3.5,6,11.6,8.5,10.2,31,1359,11
4176,NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6,12.1,8.9,10.7,31,1360,11
4177,NISSAN,PATHFINDER 4WD PLATINUM,SUV - SMALL,3.5,6,12.4,9.2,11.0,31,1361,11
4178,NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,8.8,7.3,8.1,31,1438,9
4179,NISSAN,QASHQAI,STATION WAGON - SMALL,2.0,4,10.0,8.1,9.2,31,1438,9
4180,NISSAN,QASHQAI AWD,STATION WAGON - SMALL,2.0,4,9.1,7.5,8.4,31,1439,9
4181,NISSAN,ROGUE,SUV - SMALL,2.5,4,9.2,7.0,8.2,31,1513,11
4182,NISSAN,ROGUE AWD,SUV - SMALL,2.5,4,9.6,7.4,8.6,31,1514,11
4183,NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,8.9,7.3,8.2,31,1639,2
4184,NISSAN,SENTRA (Turbo),MID-SIZE,1.6,4,9.1,7.3,8.3,31,1639,2
4185,NISSAN,SENTRA,MID-SIZE,1.8,4,8.1,6.3,7.3,31,1638,2
4186,NISSAN,SENTRA,MID-SIZE,1.8,4,9.0,6.8,8.0,31,1638,2
4187,NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,9.4,7.8,8.7,31,1640,2
4188,NISSAN,SENTRA NISMO,MID-SIZE,1.6,4,9.5,7.6,8.7,31,1640,2
4189,NISSAN,TITAN,PICKUP TRUCK - STANDARD,5.6,8,15.0,11.2,13.3,31,1775,6
4190,NISSAN,TITAN 4WD,PICKUP TRUCK - STANDARD,5.6,8,15.2,11.1,13.4,31,1776,6
4191,NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,16.0,12.0,14.2,31,1777,6
4192,NISSAN,VERSA,MID-SIZE,1.6,4,7.6,6.2,7.0,31,1880,2
4193,NISSAN,VERSA,MID-SIZE,1.6,4,8.6,6.6,7.7,31,1880,2
4194,PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,10.6,8.0,9.4,32,177,3
4195,PORSCHE,911 CARRERA,MINICOMPACT,3.0,6,11.8,8.1,10.1,32,177,3
4196,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,10.8,8.3,9.7,32,184,3
4197,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.0,6,12.0,8.2,10.3,32,184,3
4198,PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,10.8,8.3,9.7,32,187,3
4199,PORSCHE,911 CARRERA S,MINICOMPACT,3.0,6,12.1,8.3,10.4,32,187,3
4200,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,10.8,8.4,9.7,32,188,3
4201,PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.0,6,12.1,8.3,10.4,32,188,3
4202,PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,10.7,8.3,9.6,32,178,3
4203,PORSCHE,911 CARRERA 4,MINICOMPACT,3.0,6,12.1,8.3,10.4,32,178,3
4204,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,11.0,8.4,9.8,32,179,3
4205,PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6,12.2,8.5,10.5,32,179,3
4206,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,11.0,8.5,9.9,32,182,3
4207,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.0,6,12.1,8.4,10.4,32,182,3
4208,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,10.9,8.5,9.9,32,183,3
4209,PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6,12.2,8.5,10.5,32,183,3
4210,PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,10.9,8.4,9.8,32,208,3
4211,PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6,12.2,8.5,10.5,32,208,3
4212,PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,11.1,8.6,10.0,32,210,3
4213,PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6,12.2,8.5,10.5,32,210,3
4214,PORSCHE,911 TURBO,MINICOMPACT,3.8,6,12.6,9.9,11.4,32,211,3
4215,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,12.6,9.9,11.4,32,212,3
4216,PORSCHE,911 TURBO S,MINICOMPACT,3.8,6,12.6,9.9,11.4,32,213,3
4217,PORSCHE,911 TURBO S CABRIOLET,MINICOMPACT,3.8,6,12.6,9.9,11.4,32,214,3
4218,PORSCHE,BOXSTER,TWO-SEATER,2.0,4,10.5,8.0,9.4,32,402,13
4219,PORSCHE,BOXSTER,TWO-SEATER,2.0,4,11.0,8.3,9.8,32,402,13
4220,PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,11.0,8.4,9.9,32,404,13
4221,PORSCHE,BOXSTER S,TWO-SEATER,2.5,4,12.1,9.0,10.7,32,404,13
4222,PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,12.9,9.7,11.5,32,453,12
4223,PORSCHE,CAYENNE PLATINUM,SUV - STANDARD,3.6,6,13.6,10.2,12.1,32,456,12
4224,PORSCHE,CAYENNE S,SUV - STANDARD,3.6,6,13.9,9.6,12.0,32,457,12
4225,PORSCHE,CAYENNE GTS,SUV - STANDARD,3.6,6,14.5,10.4,12.6,32,455,12
4226,PORSCHE,CAYENNE TURBO,SUV - STANDARD,4.8,8,16.7,11.2,14.2,32,459,12
4227,PORSCHE,CAYENNE TURBO S,SUV - STANDARD,4.8,8,16.7,11.2,14.2,32,460,12
4228,PORSCHE,CAYMAN,TWO-SEATER,2.0,4,10.5,8.0,9.4,32,461,13
4229,PORSCHE,CAYMAN,TWO-SEATER,2.0,4,11.0,8.3,9.8,32,461,13
4230,PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,11.0,8.4,9.9,32,464,13
4231,PORSCHE,CAYMAN S,TWO-SEATER,2.5,4,12.1,9.0,10.7,32,464,13
4232,PORSCHE,MACAN,SUV - SMALL,2.0,4,11.6,9.3,10.6,32,1210,11
4233,PORSCHE,MACAN S,SUV - SMALL,3.0,6,13.7,10.3,12.2,32,1212,11
4234,PORSCHE,MACAN GTS,SUV - SMALL,3.0,6,13.8,10.3,12.3,32,1211,11
4235,PORSCHE,MACAN TURBO,SUV - SMALL,3.6,6,14.2,10.1,12.3,32,1213,11
4236,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,13.9,9.6,11.9,33,21,6
4237,RAM,1500 FFV,PICKUP TRUCK - STANDARD,3.6,6,19.7,13.8,17.0,33,21,6
4238,RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,17.0,12.0,14.8,33,2,6
4239,RAM,1500,PICKUP TRUCK - STANDARD,5.7,8,15.7,11.0,13.6,33,2,6
4240,RAM,1500 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,11.8,8.6,10.4,33,18,6
4241,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,14.5,10.2,12.6,33,9,6
4242,RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,20.7,14.7,18.0,33,9,6
4243,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,17.5,12.7,15.4,33,4,6
4244,RAM,1500 4X4,PICKUP TRUCK - STANDARD,5.7,8,16.1,11.5,14.0,33,4,6
4245,RAM,1500 4X4 ECODIESEL,PICKUP TRUCK - STANDARD,3.0,6,12.3,8.8,10.8,33,7,6
4246,RAM,PROMASTER CITY,SPECIAL PURPOSE VEHICLE,2.4,4,11.2,8.3,9.9,33,1376,7
4247,ROLLS-ROYCE,DAWN,COMPACT,6.6,12,20.0,12.6,16.7,34,704,0
4248,ROLLS-ROYCE,GHOST,FULL-SIZE,6.6,12,20.0,12.6,16.7,34,954,1
4249,ROLLS-ROYCE,GHOST EWB,FULL-SIZE,6.6,12,20.0,12.6,16.7,34,955,1
4250,ROLLS-ROYCE,PHANTOM,FULL-SIZE,6.7,12,20.7,12.7,17.1,34,1366,1
4251,ROLLS-ROYCE,PHANTOM EWB,FULL-SIZE,6.7,12,20.7,12.7,17.1,34,1369,1
4252,ROLLS-ROYCE,PHANTOM COUPE,COMPACT,6.7,12,20.7,12.7,17.1,34,1367,0
4253,ROLLS-ROYCE,PHANTOM DROPHEAD COUPE,COMPACT,6.7,12,20.6,12.8,17.1,34,1368,0
4254,ROLLS-ROYCE,WRAITH,MID-SIZE,6.6,12,19.0,12.5,16.1,34,1894,2
4255,SMART,FORTWO CABRIOLET,TWO-SEATER,0.9,3,7.0,6.3,6.7,36,917,13
4256,SUBARU,BRZ,MINICOMPACT,2.0,4,9.7,7.2,8.6,38,406,3
4257,SUBARU,BRZ,MINICOMPACT,2.0,4,11.1,8.0,9.7,38,406,3
4258,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,9.1,7.2,8.2,38,562,11
4259,SUBARU,CROSSTREK AWD,SUV - SMALL,2.0,4,10.3,7.8,9.2,38,562,11
4260,SUBARU,FORESTER AWD,SUV - SMALL,2.0,4,10.2,8.6,9.5,38,911,11
4261,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,9.2,7.4,8.4,38,911,11
4262,SUBARU,FORESTER AWD,SUV - SMALL,2.5,4,10.9,8.3,9.7,38,911,11
4263,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,8.3,6.4,7.5,38,1063,2
4264,SUBARU,IMPREZA 4-DOOR AWD,MID-SIZE,2.0,4,10.0,7.5,8.9,38,1063,2
4265,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,8.4,6.5,7.5,38,1064,9
4266,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,10.1,7.7,9.0,38,1064,9
4267,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,9.3,7.0,8.3,38,1136,2
4268,SUBARU,LEGACY AWD,MID-SIZE,2.5,4,10.7,7.9,9.5,38,1136,2
4269,SUBARU,LEGACY AWD,MID-SIZE,3.6,6,11.9,8.3,10.3,38,1136,2
4270,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,9.4,7.3,8.4,38,1332,11
4271,SUBARU,OUTBACK AWD,SUV - SMALL,2.5,4,11.0,8.3,9.8,38,1332,11
4272,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,12.0,8.7,10.5,38,1332,11
4273,SUBARU,WRX AWD,COMPACT,2.0,4,12.5,9.6,11.2,38,1902,0
4274,SUBARU,WRX AWD,COMPACT,2.0,4,11.3,8.5,10.0,38,1902,0
4275,SUBARU,WRX AWD,COMPACT,2.5,4,13.8,10.2,12.2,38,1902,0
4276,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,14.3,12.0,13.3,39,119,12
4277,TOYOTA,4RUNNER 4WD (Part-Time 4WD),SUV - STANDARD,4.0,6,14.3,12.0,13.3,39,120,12
4278,TOYOTA,86,MINICOMPACT,2.0,4,9.9,7.3,8.7,39,176,3
4279,TOYOTA,86,MINICOMPACT,2.0,4,11.3,8.3,9.9,39,176,3
4280,TOYOTA,AVALON,MID-SIZE,3.5,6,11.4,7.7,9.7,39,363,2
4281,TOYOTA,CAMRY,MID-SIZE,2.5,4,9.8,7.1,8.6,39,444,2
4282,TOYOTA,CAMRY,MID-SIZE,3.5,6,11.0,7.8,9.6,39,444,2
4283,TOYOTA,CAMRY HYBRID LE,MID-SIZE,2.5,4,5.6,6.2,5.9,39,445,2
4284,TOYOTA,CAMRY HYBRID XLE/SE,MID-SIZE,2.5,4,5.8,6.3,6.0,39,446,2
4285,TOYOTA,COROLLA,MID-SIZE,1.8,4,8.3,6.5,7.5,39,551,2
4286,TOYOTA,COROLLA,MID-SIZE,1.8,4,8.3,6.7,7.5,39,551,2
4287,TOYOTA,COROLLA,MID-SIZE,1.8,4,8.4,6.5,7.5,39,551,2
4288,TOYOTA,COROLLA LE ECO (1-mode),MID-SIZE,1.8,4,7.8,5.9,6.9,39,552,2
4289,TOYOTA,COROLLA LE ECO (2-mode),MID-SIZE,1.8,4,8.0,6.3,7.2,39,553,2
4290,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,8.3,6.5,7.5,39,555,2
4291,TOYOTA,COROLLA iM,MID-SIZE,1.8,4,8.8,6.8,7.9,39,555,2
4292,TOYOTA,HIGHLANDER,SUV - SMALL,3.5,6,11.8,8.7,10.3,39,1033,11
4293,TOYOTA,HIGHLANDER AWD,SUV - STANDARD,3.5,6,12.1,9.0,10.6,39,1034,12
4294,TOYOTA,HIGHLANDER AWD (Start/Stop System),SUV - STANDARD,3.5,6,12.0,8.9,10.6,39,1035,12
4295,TOYOTA,HIGHLANDER AWD LE,SUV - STANDARD,3.5,6,11.7,8.8,10.4,39,1036,12
4296,TOYOTA,HIGHLANDER HYBRID AWD,SUV - STANDARD,3.5,6,8.1,8.5,8.3,39,1037,12
4297,TOYOTA,PRIUS,MID-SIZE,1.8,4,4.4,4.6,4.5,39,1373,2
4298,TOYOTA,PRIUS c,COMPACT,1.5,4,4.9,5.5,5.1,39,1374,0
4299,TOYOTA,PRIUS v,STATION WAGON - MID-SIZE,1.8,4,5.5,6.0,5.8,39,1375,8
4300,TOYOTA,RAV4,SUV - SMALL,2.5,4,10.3,8.0,9.2,39,1486,11
4301,TOYOTA,RAV4 LE/XLE,SUV - SMALL,2.5,4,10.0,7.8,9.0,39,1491,11
4302,TOYOTA,RAV4 AWD,SUV - SMALL,2.5,4,10.5,8.3,9.5,39,1487,11
4303,TOYOTA,RAV4 LIMITED/SE AWD,SUV - SMALL,2.5,4,10.7,8.4,9.7,39,1493,11
4304,TOYOTA,RAV4 HYBRID AWD,SUV - SMALL,2.5,4,6.9,7.8,7.3,39,1489,11
4305,TOYOTA,SEQUOIA 4WD,SUV - STANDARD,5.7,8,18.7,13.8,16.5,39,1641,12
4306,TOYOTA,SIENNA,MINIVAN,3.5,6,12.5,8.9,10.9,39,1643,4
4307,TOYOTA,SIENNA AWD,MINIVAN,3.5,6,13.4,9.6,11.7,39,1644,4
4308,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,2.7,4,12.1,10.1,11.2,39,1759,5
4309,TOYOTA,TACOMA,PICKUP TRUCK - SMALL,3.5,6,12.6,10.0,11.4,39,1759,5
4310,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,12.7,10.6,11.7,39,1760,5
4311,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,2.7,4,12.4,11.4,11.9,39,1760,5
4312,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,13.2,10.7,12.0,39,1760,5
4313,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,3.5,6,13.8,11.6,12.8,39,1760,5
4314,TOYOTA,TACOMA 4WD D-CAB OFF-ROAD,PICKUP TRUCK - SMALL,3.5,6,13.8,11.7,12.9,39,1761,5
4315,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,4.6,8,15.8,12.3,14.2,39,1817,6
4316,TOYOTA,TUNDRA,PICKUP TRUCK - STANDARD,5.7,8,17.2,12.9,15.3,39,1817,6
4317,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,4.6,8,16.8,12.6,14.9,39,1818,6
4318,TOYOTA,TUNDRA 4WD,PICKUP TRUCK - STANDARD,5.7,8,18.1,13.9,16.2,39,1818,6
4319,TOYOTA,YARIS,COMPACT,1.5,4,7.3,5.8,6.6,39,2017,0
4320,TOYOTA,YARIS (SIL),COMPACT,1.5,4,7.8,6.0,6.8,39,2018,0
4321,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,7.9,6.8,7.4,39,2019,0
4322,TOYOTA,YARIS HATCHBACK,COMPACT,1.5,4,7.8,6.5,7.2,39,2019,0
4323,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,9.7,7.2,8.5,40,396,0
4324,VOLKSWAGEN,BEETLE,COMPACT,1.8,4,9.5,7.1,8.4,40,396,0
4325,VOLKSWAGEN,BEETLE DUNE,COMPACT,1.8,4,9.6,7.5,8.6,40,398,0
4326,VOLKSWAGEN,BEETLE CONVERTIBLE,SUBCOMPACT,1.8,4,9.7,7.2,8.5,40,397,10
4327,VOLKSWAGEN,CC 4MOTION,COMPACT,3.6,6,13.9,9.3,11.8,40,466,0
4328,VOLKSWAGEN,GOLF,COMPACT,1.8,4,9.4,6.7,8.2,40,977,0
